1.06929e-1; 6.46343e-14
1.19801e-1; 6.96904e-14
1.34222e-1; 7.43172e-14
1.50379e-1; 7.97157e-14
1.68481e-1; 8.53399e-14
1.88762e-1; 9.10057e-14
2.11485e-1; 9.80929e-14
2.36942e-1; 1.05670e-13
2.65465e-1; 1.14300e-13
2.97420e-1; 1.21888e-13
3.33222e-1; 1.30742e-13
3.73334e-1; 1.40513e-13
4.18274e-1; 1.51308e-13
4.68625e-1; 1.61983e-13
5.25036e-1; 1.74089e-13
5.88237e-1; 1.87829e-13
6.59047e-1; 2.01866e-13
7.38380e-1; 2.17375e-13
8.27263e-1; 2.34532e-13
9.26846e-1; 2.53536e-13
1.03842e+0; 2.75686e-13
1.16342e+0; 2.97446e-13
1.30346e+0; 3.22175e-13
1.46037e+0; 3.48281e-13
1.63616e+0; 3.77972e-13
1.83311e+0; 4.09396e-13
2.05378e+0; 4.41709e-13
2.30100e+0; 4.75644e-13
2.57799e+0; 5.09202e-13
2.88831e+0; 5.46191e-13
3.23600e+0; 5.80189e-13
3.62553e+0; 6.17504e-13
4.06196e+0; 6.54664e-13
4.55092e+0; 6.88673e-13
5.09874e+0; 7.23039e-13
5.71251e+0; 7.60601e-13
6.40015e+0; 7.97002e-13
7.17058e+0; 8.28664e-13
8.03374e+0; 8.68323e-13
9.00081e+0; 9.01062e-13
1.00843e+1; 9.46395e-13
1.12982e+1; 9.85527e-13
1.26582e+1; 1.02748e-12
1.41820e+1; 1.07707e-12
1.58891e+1; 1.11637e-12
1.78018e+1; 1.16072e-12
1.99447e+1; 1.21154e-12
2.23456e+1; 1.26459e-12
2.50354e+1; 1.32254e-12
2.80491e+1; 1.38313e-12
3.14255e+1; 1.44651e-12
3.52084e+1; 1.51574e-12
3.94466e+1; 1.59138e-12
4.41950e+1; 1.66754e-12
4.95151e+1; 1.74734e-12
5.54755e+1; 1.83812e-12
6.21534e+1; 1.92609e-12
6.96351e+1; 2.02615e-12
7.80175e+1; 2.13140e-12
8.74089e+1; 2.25088e-12
9.44524e+1; 2.32213e-12
