1.90670e-1; 1.29498e-18
1.99611e-1; 2.12882e-18
2.09087e-1; 3.35045e-18
2.17313e-1; 5.18797e-18
2.29466e-1; 8.26045e-18
2.40661e-1; 1.35286e-17
2.53780e-1; 2.13821e-17
2.67391e-1; 3.30932e-17
2.83994e-1; 5.01643e-17
2.99814e-1; 7.89722e-17
3.18992e-1; 1.23154e-16
3.41155e-1; 1.92573e-16
3.66747e-1; 3.03981e-16
3.94260e-1; 4.62036e-16
4.26031e-1; 7.04647e-16
4.62748e-1; 1.07838e-15
5.05234e-1; 1.63023e-15
5.57349e-1; 2.50358e-15
6.18026e-1; 3.78073e-15
6.88858e-1; 5.56981e-15
7.71786e-1; 8.03244e-15
8.64697e-1; 1.12078e-14
9.68794e-1; 1.49910e-14
1.08542e+0; 1.95678e-14
1.21609e+0; 2.47636e-14
1.36249e+0; 3.04889e-14
1.52651e+0; 3.71527e-14
1.71028e+0; 4.38937e-14
1.91617e+0; 5.11496e-14
2.14685e+0; 5.84884e-14
2.40529e+0; 6.63079e-14
2.69485e+0; 7.38917e-14
3.01927e+0; 8.16382e-14
3.38275e+0; 8.92713e-14
3.78998e+0; 9.60371e-14
4.24623e+0; 1.05153e-13
4.75741e+0; 1.13652e-13
5.32336e+0; 1.19356e-13
6.36389e+0; 1.26522e-13
7.57403e+0; 1.33204e-13
8.48583e+0; 1.36752e-13
9.50739e+0; 1.39673e-13
1.06519e+1; 1.40395e-13
1.19343e+1; 1.40324e-13
1.33710e+1; 1.40324e-13
1.49806e+1; 1.40324e-13
1.67841e+1; 1.40324e-13
1.88046e+1; 1.40324e-13
2.10684e+1; 1.39913e-13
2.36047e+1; 1.39673e-13
2.64463e+1; 1.37696e-13
2.96301e+1; 1.37529e-13
3.30680e+1; 1.31318e-13
3.61529e+1; 1.29459e-13
4.64159e+1; 1.22966e-13
6.10783e+1; 1.14575e-13
6.84312e+1; 1.11986e-13
7.66693e+1; 1.09268e-13
8.58991e+1; 1.05107e-13
9.33022e+1; 1.04866e-13
